timestamp,current,voltage,power,temp_C
29:38.8,1.44,4.32,6.23,47.15
29:39.3,1.44,4.32,6.25,47.15
29:39.8,1.44,4.33,6.24,47.15
29:40.3,1.44,4.32,6.24,47.21
29:40.9,1.44,4.32,6.21,47.19
29:41.4,1.44,4.32,6.24,47.19
29:41.9,1.44,4.33,6.25,47.29
29:42.4,1.45,4.32,6.25,47.23
29:42.9,1.44,4.32,6.23,47.27
29:43.4,1.45,4.32,6.25,47.27
29:43.9,1.44,4.32,6.21,47.31
29:44.4,1.44,4.31,6.19,47.31
29:44.9,1.44,4.33,6.25,47.35
29:45.4,1.44,4.32,6.22,47.39
29:45.9,1.45,4.32,6.28,47.31
29:46.4,1.45,4.32,6.25,47.39
29:46.9,1.44,4.33,6.24,47.41
29:47.4,1.44,4.32,6.22,47.39
29:47.9,1.44,4.32,6.24,47.33
29:48.4,1.44,4.32,6.24,47.47
29:48.9,1.44,4.32,6.24,47.45
29:49.4,1.45,4.33,6.28,47.45
29:49.9,1.44,4.32,6.23,47.51
29:50.4,1.45,4.32,6.24,47.43
29:50.9,1.44,4.32,6.24,47.47
29:51.4,1.44,4.32,6.23,47.51
29:51.9,1.44,4.32,6.25,47.57
29:52.4,1.45,4.33,6.28,47.55
29:52.9,1.45,4.32,6.25,47.47
29:53.4,1.44,4.32,6.24,47.57
29:53.9,1.44,4.32,6.22,47.55
29:54.4,1.44,4.33,6.23,47.63
29:54.9,1.44,4.32,6.22,47.63
29:55.4,1.44,4.32,6.22,47.63
29:55.9,1.44,4.32,6.24,47.55
29:56.4,1.44,4.32,6.25,47.63
29:56.9,1.44,4.32,6.21,47.63
29:57.4,1.45,4.32,6.26,47.65
29:57.9,1.44,4.33,6.23,47.63
29:58.4,1.44,4.32,6.23,47.67
29:58.9,1.44,4.32,6.2,47.67
29:59.4,1.44,4.32,6.2,47.69
29:59.9,1.44,4.33,6.23,47.69
30:00.4,1.45,4.33,6.26,47.73
30:00.9,1.44,4.32,6.21,47.73
30:01.4,1.44,4.32,6.22,47.69
30:01.9,1.45,4.32,6.24,47.69
30:02.4,1.44,4.32,6.24,47.81
30:02.9,1.44,4.32,6.22,47.73
30:03.4,1.44,4.32,6.21,47.73
30:03.9,1.44,4.32,6.24,47.77
30:04.4,1.44,4.32,6.24,47.79
30:04.9,1.45,4.32,6.25,47.79
30:05.4,1.45,4.32,6.27,47.79
30:06.0,1.45,4.32,6.25,47.79
30:06.5,1.44,4.33,6.24,47.79
30:07.0,1.44,4.32,6.24,47.79
30:07.5,1.43,4.32,6.19,47.81
30:08.0,1.45,4.33,6.26,47.89
30:08.5,1.45,4.32,6.25,47.79
30:09.0,1.43,4.32,6.2,47.85
30:09.5,1.45,4.32,6.26,47.85
30:10.0,1.45,4.32,6.25,47.93
30:10.5,1.45,4.33,6.27,47.89
30:11.0,1.44,4.33,6.24,47.87
30:11.5,1.44,4.32,6.24,47.91
30:12.0,1.44,4.33,6.25,47.91
30:12.5,1.44,4.32,6.23,47.97
30:13.0,1.44,4.32,6.23,47.97
30:13.5,1.43,4.32,6.2,47.99
30:14.0,1.44,4.32,6.24,47.99
30:14.5,1.44,4.32,6.21,47.91
30:15.0,1.44,4.33,6.25,47.93
30:15.5,1.44,4.33,6.24,47.91
30:16.0,1.44,4.33,6.23,47.99
30:16.5,1.44,4.32,6.23,48.03
30:17.0,1.44,4.33,6.22,48.03
30:17.5,1.45,4.32,6.25,48.03
30:18.0,1.44,4.32,6.24,48.05
30:18.5,1.44,4.32,6.24,48.07
30:19.0,1.44,4.32,6.21,48.11
30:19.5,1.44,4.32,6.21,48.11
30:20.0,1.44,4.32,6.23,48.11
30:20.5,1.44,4.32,6.24,48.13
30:21.0,1.44,4.32,6.25,48.05
30:21.5,1.44,4.32,6.21,48.11
30:22.0,1.44,4.32,6.23,48.07
30:22.5,1.44,4.33,6.24,48.13
30:23.0,1.44,4.32,6.22,48.17
30:23.5,1.44,4.32,6.24,48.13
30:24.0,1.44,4.32,6.21,48.19
30:24.5,1.44,4.32,6.21,48.17
30:25.0,1.44,4.33,6.24,48.15
30:25.5,1.44,4.32,6.22,48.19
30:26.0,1.44,4.32,6.22,48.23
30:26.5,1.44,4.32,6.25,48.23
30:27.0,1.44,4.32,6.23,48.23
30:27.5,1.44,4.33,6.22,48.23
30:28.0,1.44,4.32,6.25,48.19
30:28.5,1.45,4.33,6.26,48.23
30:29.0,1.44,4.32,6.24,48.29
30:29.5,1.44,4.32,6.22,48.27
30:30.0,1.44,4.32,6.22,48.27
30:30.5,1.44,4.32,6.23,48.31
30:31.1,1.44,4.33,6.25,48.27
30:31.6,1.44,4.32,6.23,48.31
30:32.1,1.44,4.32,6.23,48.35
30:32.6,1.44,4.32,6.21,48.37
30:33.1,1.45,4.32,6.28,48.37
30:33.6,1.44,4.32,6.24,48.39
30:34.1,1.44,4.32,6.23,48.35
30:34.6,1.44,4.31,6.22,48.37
30:35.1,1.44,4.32,6.23,48.49
30:35.6,1.44,4.32,6.23,48.43
30:36.1,1.44,4.32,6.22,48.41
30:36.6,1.44,4.32,6.23,48.41
30:37.1,1.44,4.32,6.21,48.47
30:37.6,1.44,4.33,6.24,48.47
30:38.1,1.43,4.32,6.18,48.43
30:38.6,1.45,4.32,6.25,48.47
30:39.1,1.44,4.33,6.25,48.49
30:39.6,1.44,4.32,6.23,48.51
30:40.1,1.44,4.32,6.22,48.49
30:40.6,1.45,4.33,6.28,48.53
30:41.1,1.45,4.32,6.25,48.55
30:41.6,1.44,4.32,6.23,48.53
30:42.1,1.45,4.32,6.25,48.53
30:42.6,1.44,4.32,6.22,48.59
